Date,Value
2014-02-15,62
2014-02-15,81
2014-02-15,87
2014-02-15,76
2014-02-15,48
2014-02-15,50
2014-02-15,81
2014-02-15,51
2014-02-15,71
2014-02-15,53
2014-02-15,62
2014-02-15,62
2014-02-15,75
2014-02-15,47
2014-02-15,87
2014-02-15,58
2014-02-15,74
2014-02-15,62
2014-02-15,87
2014-02-15,70
2014-02-15,75
2014-02-15,68
2014-02-15,62
2014-02-15,66
2014-02-15,62
2014-02-15,71
2014-02-15,81
2014-02-16,79
2014-02-16,78
2014-02-16,81
2014-02-16,81
2014-02-16,81
2014-02-16,81
2014-02-16,73
2014-02-16,78
2014-02-16,81
2014-02-16,76
2014-02-16,81
2014-02-16,81
2014-02-16,71
2014-02-16,87
2014-02-16,64
2014-02-16,70
2014-02-16,60
2014-02-16,71
2014-02-16,71
2014-02-16,81
2014-02-16,81
2014-02-16,73
2014-02-16,81
2014-02-16,87
2014-02-16,81
2014-02-16,76
2014-02-16,71
2014-02-16,73
2014-02-16,64
2014-02-16,75
2014-02-16,71
2014-02-16,77
2014-02-16,70
2014-02-16,81
2014-02-16,78
2014-02-16,71
2014-02-16,81
2014-02-16,73
2014-02-16,67
2014-02-16,79
2014-02-16,76
2014-02-16,87
2014-02-16,81
2014-02-16,81
2014-02-16,76
2014-02-16,71
2014-02-16,81
2014-02-16,66
2014-02-16,81
2014-02-16,72
2014-02-16,76
2014-02-16,68
2014-02-16,76
2014-02-16,81
2014-02-16,81
2014-02-16,71
2014-02-16,76
2014-02-16,81
2014-02-16,87
2014-02-16,81
2014-02-16,76
2014-02-16,77
2014-02-16,81
2014-02-16,87
2014-02-16,72
2014-02-16,71
2014-02-16,81
2014-02-16,71
2014-02-16,87
2014-02-16,76
2014-02-16,81
2014-02-16,79
2014-02-17,77
2014-02-17,66
2014-02-17,83
2014-02-17,93
2014-02-17,78
2014-02-17,81
2014-02-17,75
2014-02-17,74
2014-02-17,40
2014-02-17,81
2014-02-17,53
2014-02-17,53
2014-02-17,61
2014-02-17,70
2014-02-17,66
2014-02-17,93
2014-02-17,87
2014-02-17,87
2014-02-17,66
2014-02-17,81
2014-02-17,66
2014-02-17,74
2014-02-17,81
2014-02-17,81
2014-02-17,87
2014-02-17,81
2014-02-17,81
2014-02-17,70
2014-02-17,79
2014-02-17,81
2014-02-17,76
2014-02-17,81
2014-02-17,81
2014-02-17,73
2014-02-17,81
2014-02-17,82
2014-02-17,49
2014-02-17,81
2014-02-17,69
2014-02-17,63
2014-02-17,75
2014-02-17,87
2014-02-17,81
2014-02-17,87
2014-02-17,51
2014-02-17,78
2014-02-17,57
2014-02-17,81
2014-02-17,81
2014-02-17,87
2014-02-17,76
2014-02-17,87
2014-02-17,75
2014-02-17,74
2014-02-17,87
2014-02-17,53
2014-02-17,77
2014-02-17,57
2014-02-17,42
2014-02-17,70
2014-02-17,57
2014-02-17,73
2014-02-17,61
2014-02-17,57
2014-02-17,81
2014-02-17,48
2014-02-17,65
2014-02-17,53
2014-02-17,53
2014-02-17,81
2014-02-17,41
2014-02-18,93
2014-02-18,93
2014-02-18,75
2014-02-18,87
2014-02-18,87
2014-02-18,87
2014-02-18,93
2014-02-18,87
2014-02-18,76
2014-02-18,87
2014-02-18,88
2014-02-18,81
2014-02-18,87
2014-02-18,93
2014-02-18,93
2014-02-18,87
2014-02-18,90
2014-02-18,81
2014-02-18,87
2014-02-18,81
2014-02-18,85
2014-02-18,81
2014-02-18,90
2014-02-18,71
2014-02-18,87
2014-02-18,87
2014-02-18,87
2014-02-18,73
2014-02-18,88
2014-02-18,81
2014-02-18,93
2014-02-18,93
2014-02-18,78
2014-02-18,87
2014-02-18,93
2014-02-18,93
2014-02-18,81
2014-02-18,93
2014-02-18,87
2014-02-18,93
2014-02-18,85
2014-02-18,87
2014-02-18,87
2014-02-18,100
2014-02-18,87
2014-02-18,87
2014-02-18,81
2014-02-18,81
2014-02-18,87
2014-02-18,93
2014-02-18,81
2014-02-18,91
2014-02-18,93
2014-02-18,76
2014-02-18,81
2014-02-18,93
2014-02-18,87
2014-02-18,89
2014-02-18,87
2014-02-18,93
2014-02-18,87
2014-02-18,82
2014-02-18,93
2014-02-18,87
2014-02-18,81
2014-02-18,80
2014-02-18,87
2014-02-18,78
2014-02-18,83
2014-02-18,93
2014-02-18,87
2014-02-18,87
2014-02-19,81
2014-02-19,93
2014-02-19,87
2014-02-19,86
2014-02-19,87
2014-02-19,87
2014-02-19,86
2014-02-19,80
2014-02-19,93
2014-02-19,81
2014-02-19,81
2014-02-19,93
2014-02-19,80
2014-02-19,87
2014-02-19,87
2014-02-19,83
2014-02-19,75
2014-02-19,87
2014-02-19,93
2014-02-19,93
2014-02-19,93
2014-02-19,87
2014-02-19,85
2014-02-19,87
2014-02-19,93
2014-02-19,87
2014-02-19,87
2014-02-19,93
2014-02-19,81
2014-02-19,84
2014-02-19,93
2014-02-19,87
2014-02-19,87
2014-02-19,87
2014-02-19,87
2014-02-19,87
2014-02-19,81
2014-02-19,74
2014-02-19,93
2014-02-19,81
2014-02-19,88
2014-02-19,87
2014-02-19,93
2014-02-19,93
2014-02-19,93
2014-02-19,78
2014-02-19,87
2014-02-19,93
2014-02-19,93
2014-02-19,81
2014-02-19,89
2014-02-19,85
2014-02-19,74
2014-02-19,87
2014-02-19,81
2014-02-19,90
2014-02-19,89
2014-02-19,87
2014-02-19,88
2014-02-19,87
2014-02-19,87
2014-02-19,87
2014-02-19,88
2014-02-19,81
2014-02-19,93
2014-02-19,93
2014-02-19,93
2014-02-19,87
2014-02-19,93
2014-02-19,93
2014-02-19,90
2014-02-19,86
2014-02-20,87
2014-02-20,87
2014-02-20,88
2014-02-20,85
2014-02-20,85
2014-02-20,87
2014-02-20,87
2014-02-20,87
2014-02-20,86
2014-02-20,93
2014-02-20,93
2014-02-20,93
2014-02-20,90
2014-02-20,87
2014-02-20,93
2014-02-20,93
2014-02-20,87
2014-02-20,93
2014-02-20,93
2014-02-20,85
2014-02-20,90
2014-02-20,86
2014-02-20,93
2014-02-20,87
2014-02-20,90
2014-02-20,87
2014-02-20,76
2014-02-20,89
2014-02-20,81
2014-02-20,93
2014-02-20,93
2014-02-20,87
2014-02-20,93
2014-02-20,89
2014-02-20,82
2014-02-20,93
2014-02-20,87
2014-02-20,93
2014-02-20,83
2014-02-20,87
2014-02-20,93
2014-02-20,87
2014-02-20,87
2014-02-20,93
2014-02-20,87
2014-02-20,88
2014-02-20,81
2014-02-20,87
2014-02-20,81
2014-02-20,87
2014-02-20,93
2014-02-20,93
2014-02-20,77
2014-02-20,93
2014-02-20,87
2014-02-20,87
2014-02-20,90
2014-02-20,93
2014-02-20,87
2014-02-20,84
2014-02-20,87
2014-02-20,86
2014-02-20,86
2014-02-20,93
2014-02-20,87
2014-02-20,89
2014-02-20,80
2014-02-20,93
2014-02-20,85
2014-02-20,87
2014-02-20,93
2014-02-20,93
2014-02-21,91
2014-02-21,76
2014-02-21,93
2014-02-21,64
2014-02-21,89
2014-02-21,71
2014-02-21,93
2014-02-21,93
2014-02-21,63
2014-02-21,82
2014-02-21,93
2014-02-21,93
2014-02-21,93
2014-02-21,72
2014-02-21,81
2014-02-21,76
2014-02-21,81
2014-02-21,87
2014-02-21,80
2014-02-21,83
2014-02-21,71
2014-02-21,87
2014-02-21,66
2014-02-21,93
2014-02-21,87
2014-02-21,93
2014-02-21,90
2014-02-21,66
2014-02-21,62
2014-02-21,90
2014-02-21,57
2014-02-21,87
2014-02-21,93
2014-02-21,81
2014-02-21,93
2014-02-21,90
2014-02-21,93
2014-02-21,76
2014-02-21,85
2014-02-21,93
2014-02-21,93
2014-02-21,87
2014-02-21,77
2014-02-21,87
2014-02-21,81
2014-02-21,71
2014-02-21,76
2014-02-21,76
2014-02-21,87
2014-02-21,71
2014-02-21,93
2014-02-21,88
2014-02-21,87
2014-02-21,88
2014-02-21,81
2014-02-21,87
2014-02-21,65
2014-02-21,71
2014-02-21,81
2014-02-21,87
2014-02-21,66
2014-02-21,56
2014-02-21,71
2014-02-21,93
2014-02-21,88
2014-02-21,87
2014-02-21,79
2014-02-21,81
2014-02-21,71
2014-02-21,69
2014-02-21,81
2014-02-21,87
2014-02-22,69
2014-02-22,77
2014-02-22,76
2014-02-22,81
2014-02-22,81
2014-02-22,81
2014-02-22,81
2014-02-22,77
2014-02-22,81
2014-02-22,87
2014-02-22,77
2014-02-22,81
2014-02-22,81
2014-02-22,81
2014-02-22,81
2014-02-22,76
2014-02-22,81
2014-02-22,81
2014-02-22,82
2014-02-22,81
2014-02-22,73
2014-02-22,87
2014-02-22,81
2014-02-22,87
2014-02-22,87
2014-02-22,81
2014-02-22,79
2014-02-22,87
2014-02-22,74
2014-02-22,75
2014-02-22,81
2014-02-22,81
2014-02-22,77
2014-02-22,81
2014-02-22,81
2014-02-22,75
2014-02-22,81
2014-02-22,78
2014-02-22,87
2014-02-22,76
2014-02-22,80
2014-02-22,77
2014-02-22,87
2014-02-22,87
2014-02-22,81
2014-02-22,75
2014-02-22,87
2014-02-22,81
2014-02-22,87
2014-02-22,87
2014-02-22,81
2014-02-22,84
2014-02-22,76
2014-02-22,73
2014-02-22,81
2014-02-22,78
2014-02-22,87
2014-02-22,87
2014-02-22,81
2014-02-22,76
2014-02-22,81
2014-02-22,81
2014-02-22,87
2014-02-22,77
2014-02-22,81
2014-02-22,84
2014-02-22,76
2014-02-22,87
2014-02-22,81
2014-02-22,76
2014-02-22,81
2014-02-22,77
2014-02-23,62
2014-02-23,62
2014-02-23,71
2014-02-23,66
2014-02-23,75
2014-02-23,76
2014-02-23,54
2014-02-23,81
2014-02-23,87
2014-02-23,66
2014-02-23,81
2014-02-23,71
2014-02-23,81
2014-02-23,60
2014-02-23,79
2014-02-23,81
2014-02-23,66
2014-02-23,81
2014-02-23,59
2014-02-23,72
2014-02-23,71
2014-02-23,71
2014-02-23,87
2014-02-23,77
2014-02-23,76
2014-02-23,87
2014-02-23,63
2014-02-23,87
2014-02-23,81
2014-02-23,62
2014-02-23,77
2014-02-23,66
2014-02-23,76
2014-02-23,71
2014-02-23,62
2014-02-23,76
2014-02-23,74
2014-02-23,66
2014-02-23,71
2014-02-23,77
2014-02-23,75
2014-02-23,87
2014-02-23,87
2014-02-23,87
2014-02-23,81
2014-02-23,87
2014-02-23,87
2014-02-23,64
2014-02-23,81
2014-02-23,71
2014-02-23,87
2014-02-23,70
2014-02-23,80
2014-02-23,81
2014-02-23,87
2014-02-23,81
2014-02-23,58
2014-02-23,71
2014-02-23,71
2014-02-23,71
2014-02-23,66
2014-02-23,66
2014-02-23,78
2014-02-23,57
2014-02-23,66
2014-02-23,71
2014-02-23,87
2014-02-23,71
2014-02-23,81
2014-02-23,81
2014-02-23,71
2014-02-23,71
2014-02-24,71
2014-02-24,66
2014-02-24,55
2014-02-24,66
2014-02-24,71
2014-02-24,64
2014-02-24,76
2014-02-24,76
2014-02-24,76
2014-02-24,70
2014-02-24,76
2014-02-24,76
2014-02-24,62
2014-02-24,64
2014-02-24,51
2014-02-24,50
2014-02-24,62
2014-02-24,63
2014-02-24,70
2014-02-24,70
2014-02-24,58
2014-02-24,64
2014-02-24,81
2014-02-24,74
2014-02-24,61
2014-02-24,76
2014-02-24,76
2014-02-24,59
2014-02-24,81
2014-02-24,56
2014-02-24,81
2014-02-24,81
2014-02-24,70
2014-02-24,75
2014-02-24,66
2014-02-24,70
2014-02-24,76
2014-02-24,70
2014-02-24,71
2014-02-24,60
2014-02-24,70
2014-02-24,81
2014-02-24,71
2014-02-24,70
2014-02-24,52
2014-02-24,76
2014-02-24,62
2014-02-24,62
2014-02-24,54
2014-02-24,70
2014-02-24,66
2014-02-24,60
2014-02-24,55
2014-02-24,70
2014-02-24,81
2014-02-24,66
2014-02-24,76
2014-02-24,66
2014-02-24,60
2014-02-24,70
2014-02-24,71
2014-02-24,64
2014-02-24,76
2014-02-24,61
2014-02-24,71
2014-02-24,66
2014-02-24,81
2014-02-24,59
2014-02-24,76
2014-02-24,66
2014-02-24,72
2014-02-24,66
2014-02-25,81
2014-02-25,66
2014-02-25,76
2014-02-25,78
2014-02-25,58
2014-02-25,71
2014-02-25,66
2014-02-25,81
2014-02-25,87
2014-02-25,81
2014-02-25,81
2014-02-25,70
2014-02-25,78
2014-02-25,87
2014-02-25,70
2014-02-25,70
2014-02-25,76
2014-02-25,64
2014-02-25,66
2014-02-25,76
2014-02-25,87
2014-02-25,71
2014-02-25,76
2014-02-25,87
2014-02-25,81
2014-02-25,77
2014-02-25,70
2014-02-25,66
2014-02-25,81
2014-02-25,68
2014-02-25,57
2014-02-25,76
2014-02-25,66
2014-02-25,71
2014-02-25,87
2014-02-25,87
2014-02-25,76
2014-02-25,87
2014-02-25,70
2014-02-25,81
2014-02-25,75
2014-02-25,61
2014-02-25,59
2014-02-25,70
2014-02-25,75
2014-02-25,68
2014-02-25,87
2014-02-25,81
2014-02-25,81
2014-02-25,76
2014-02-25,81
2014-02-25,81
2014-02-25,87
2014-02-25,81
2014-02-25,64
2014-02-25,77
2014-02-25,71
2014-02-25,74
2014-02-25,70
2014-02-25,60
2014-02-25,66
2014-02-25,
2014-02-25,71
2014-02-25,76
2014-02-25,81
2014-02-25,81
2014-02-25,77
2014-02-25,71
2014-02-25,76
2014-02-25,79
2014-02-25,81
2014-02-26,76
2014-02-26,71
2014-02-26,87
2014-02-26,76
2014-02-26,87
2014-02-26,71
2014-02-26,75
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,80
2014-02-26,81
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,80
2014-02-26,81
2014-02-26,81
2014-02-26,71
2014-02-26,78
2014-02-26,87
2014-02-26,67
2014-02-26,62
2014-02-26,68
2014-02-26,78
2014-02-26,76
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,87
2014-02-26,81
2014-02-26,87
2014-02-26,76
2014-02-26,87
2014-02-26,76
2014-02-26,81
2014-02-26,67
2014-02-26,71
2014-02-26,76
2014-02-26,87
2014-02-26,80
2014-02-26,87
2014-02-26,76
2014-02-26,81
2014-02-26,81
2014-02-26,76
2014-02-26,81
2014-02-26,75
2014-02-26,87
2014-02-26,75
2014-02-26,81
2014-02-26,87
2014-02-26,81
2014-02-26,68
2014-02-26,81
2014-02-26,80
2014-02-26,79
2014-02-26,81
2014-02-26,81
2014-02-26,80
2014-02-26,79
2014-02-26,87
2014-02-26,71
2014-02-26,76
2014-02-26,76
2014-02-26,77
2014-02-27,90
2014-02-27,91
2014-02-27,87
2014-02-27,93
2014-02-27,93
2014-02-27,74
2014-02-27,84
2014-02-27,93
2014-02-27,87
2014-02-27,87
2014-02-27,93
2014-02-27,84
2014-02-27,88
2014-02-27,93
2014-02-27,81
2014-02-27,86
2014-02-27,93
2014-02-27,87
2014-02-27,87
2014-02-27,81
2014-02-27,87
2014-02-27,79
2014-02-27,76
2014-02-27,93
2014-02-27,88
2014-02-27,87
2014-02-27,87
2014-02-27,87
2014-02-27,83
2014-02-27,87
2014-02-27,81
2014-02-27,70
2014-02-27,79
2014-02-27,76
2014-02-27,87
2014-02-27,87
2014-02-27,73
2014-02-27,88
2014-02-27,75
2014-02-27,93
2014-02-27,87
2014-02-27,87
2014-02-27,81
2014-02-27,76
2014-02-27,87
2014-02-27,67
2014-02-27,87
2014-02-27,82
2014-02-27,87
2014-02-27,93
2014-02-27,93
2014-02-27,87
2014-02-27,93
2014-02-27,75
2014-02-27,87
2014-02-27,81
2014-02-27,93
2014-02-27,88
2014-02-27,93
2014-02-27,90
2014-02-27,87
2014-02-27,87
2014-02-27,93
2014-02-27,93
2014-02-27,93
2014-02-27,92
2014-02-27,87
2014-02-27,81
2014-02-27,81
2014-02-27,77
2014-02-27,76
2014-02-27,85
2014-02-28,93
2014-02-28,93
2014-02-28,88
2014-02-28,87
2014-02-28,89
2014-02-28,93
2014-02-28,88
2014-02-28,83
2014-02-28,93
2014-02-28,86
2014-02-28,87
2014-02-28,87
2014-02-28,93
2014-02-28,87
2014-02-28,93
2014-02-28,85
2014-02-28,93
2014-02-28,87
2014-02-28,88
2014-02-28,88
2014-02-28,87
2014-02-28,93
2014-02-28,88
2014-02-28,87
2014-02-28,93
2014-02-28,88
2014-02-28,87
2014-02-28,87
2014-02-28,93
2014-02-28,93
2014-02-28,93
2014-02-28,93
2014-02-28,93
2014-02-28,87
2014-02-28,87
2014-02-28,85
2014-02-28,87
2014-02-28,93
2014-02-28,90
2014-02-28,93
2014-02-28,86
2014-02-28,87
2014-02-28,87
2014-02-28,84
2014-02-28,87
2014-02-28,93
2014-02-28,93
2014-02-28,93
2014-02-28,87
2014-02-28,88
2014-02-28,84
2014-02-28,87
2014-02-28,88
2014-02-28,83
2014-02-28,93
2014-02-28,87
2014-02-28,87
2014-02-28,87
2014-02-28,93
2014-02-28,87
2014-02-28,88
2014-02-28,93
2014-02-28,87
2014-02-28,87
2014-02-28,93
2014-02-28,87
2014-02-28,87
2014-02-28,87
2014-02-28,81
2014-02-28,93
2014-02-28,87
2014-02-28,87
2014-03-01,93
2014-03-01,86
2014-03-01,93
2014-03-01,81
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,87
2014-03-01,86
2014-03-01,88
2014-03-01,93
2014-03-01,87
2014-03-01,93
2014-03-01,93
2014-03-01,87
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,87
2014-03-01,89
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,86
2014-03-01,86
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,87
2014-03-01,90
2014-03-01,86
2014-03-01,89
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,87
2014-03-01,86
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,87
2014-03-01,90
2014-03-01,87
2014-03-01,80
2014-03-01,93
2014-03-01,87
2014-03-01,87
2014-03-01,93
2014-03-01,83
2014-03-01,81
2014-03-01,87
2014-03-01,87
2014-03-01,85
2014-03-01,93
2014-03-01,87
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,77
2014-03-01,87
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,93
2014-03-01,92
2014-03-01,87
2014-03-01,93
2014-03-01,87
2014-03-02,93
2014-03-02,93
2014-03-02,93
2014-03-02,87
2014-03-02,93
2014-03-02,93
2014-03-02,93
2014-03-02,91
2014-03-02,87
2014-03-02,93
2014-03-02,93
2014-03-02,93
2014-03-02,91
2014-03-02,87
2014-03-02,93
2014-03-02,93
2014-03-02,93
2014-03-02,
2014-03-02,87
2014-03-02,87
2014-03-02,89
2014-03-02,87
2014-03-02,93
2014-03-02,87
2014-03-02,93
2014-03-02,87
2014-03-02,87
2014-03-02,89
2014-03-02,88
2014-03-02,87
2014-03-02,93
2014-03-02,93
2014-03-02,93
2014-03-02,93
2014-03-02,89
2014-03-02,93
2014-03-02,87
2014-03-02,93
2014-03-02,87
2014-03-02,87
2014-03-02,87
2014-03-02,88
2014-03-02,93
2014-03-02,87
2014-03-02,81
2014-03-02,87
2014-03-02,87
2014-03-02,87
2014-03-02,81
2014-03-02,91
2014-03-02,87
2014-03-02,89
2014-03-02,87
2014-03-02,87
2014-03-02,87
2014-03-02,93
2014-03-02,87
2014-03-02,
2014-03-02,93
2014-03-02,84
2014-03-02,93
2014-03-02,87
2014-03-02,89
2014-03-02,87
2014-03-02,87
2014-03-03,93
2014-03-03,81
2014-03-03,
2014-03-03,71
2014-03-03,75
2014-03-03,93
2014-03-03,81
2014-03-03,81
2014-03-03,84
2014-03-03,73
2014-03-03,81
2014-03-03,76
2014-03-03,81
2014-03-03,81
2014-03-03,75
2014-03-03,81
2014-03-03,78
2014-03-03,84
2014-03-03,81
2014-03-03,87
2014-03-03,81
2014-03-03,81
2014-03-03,81
2014-03-03,81
2014-03-03,69
2014-03-03,81
2014-03-03,71
2014-03-03,87
2014-03-03,81
2014-03-03,81
2014-03-03,81
2014-03-03,87
2014-03-03,87
2014-03-03,
2014-03-03,81
2014-03-03,81
2014-03-03,81
2014-03-03,81
2014-03-03,77
2014-03-03,87
2014-03-03,87
2014-03-03,87
2014-03-03,81
2014-03-03,
2014-03-03,87
2014-03-03,77
2014-03-03,81
2014-03-03,73
2014-03-03,81
2014-03-03,81
2014-03-03,77
2014-03-03,81
2014-03-03,87
2014-03-03,76
2014-03-03,87
2014-03-03,87
2014-03-04,81
2014-03-04,93
2014-03-04,93
2014-03-04,81
2014-03-04,86
2014-03-04,81
2014-03-04,81
2014-03-04,81
2014-03-04,81
2014-03-04,75
2014-03-04,75
2014-03-04,81
2014-03-04,79
2014-03-04,93
2014-03-04,88
2014-03-04,81
2014-03-04,87
2014-03-04,76
2014-03-04,83
2014-03-04,76
2014-03-04,87
2014-03-04,93
2014-03-04,81
2014-03-04,81
2014-03-04,87
2014-03-04,93
2014-03-04,87
2014-03-04,81
2014-03-04,87
2014-03-04,93
2014-03-04,69
2014-03-04,83
2014-03-04,93
2014-03-04,87
2014-03-04,76
2014-03-04,72
2014-03-04,87
2014-03-04,81
2014-03-04,81
2014-03-04,79
2014-03-04,81
2014-03-04,81
2014-03-04,71
2014-03-04,88
2014-03-04,87
2014-03-04,78
2014-03-04,81
2014-03-04,81
2014-03-04,70
2014-03-04,81
2014-03-04,76
2014-03-04,76
2014-03-04,81
2014-03-04,76
2014-03-04,87
2014-03-04,76
2014-03-04,81
2014-03-04,87
2014-03-04,81
2014-03-04,81
2014-03-04,87
2014-03-04,76
2014-03-04,81
2014-03-04,76
2014-03-04,75
2014-03-04,81
2014-03-04,93
2014-03-04,81
2014-03-04,81
2014-03-04,81
2014-03-04,76
2014-03-04,73
2014-03-05,86
2014-03-05,84
2014-03-05,93
2014-03-05,87
2014-03-05,87
2014-03-05,86
2014-03-05,85
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,85
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,87
2014-03-05,93
2014-03-05,88
2014-03-05,84
2014-03-05,87
2014-03-05,85
2014-03-05,87
2014-03-05,93
2014-03-05,87
2014-03-05,93
2014-03-05,87
2014-03-05,93
2014-03-05,83
2014-03-05,93
2014-03-05,90
2014-03-05,88
2014-03-05,93
2014-03-05,93
2014-03-05,85
2014-03-05,85
2014-03-05,93
2014-03-05,85
2014-03-05,88
2014-03-05,85
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,87
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,85
2014-03-05,93
2014-03-05,85
2014-03-05,87
2014-03-05,87
2014-03-05,93
2014-03-05,88
2014-03-05,87
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,93
2014-03-05,85
2014-03-05,89
2014-03-05,93
2014-03-05,87
2014-03-05,83
2014-03-05,87
2014-03-05,86
2014-03-06,76
2014-03-06,93
2014-03-06,71
2014-03-06,73
2014-03-06,89
2014-03-06,82
2014-03-06,93
2014-03-06,92
2014-03-06,76
2014-03-06,81
2014-03-06,71
2014-03-06,92
2014-03-06,76
2014-03-06,93
2014-03-06,93
2014-03-06,93
2014-03-06,90
2014-03-06,76
2014-03-06,90
2014-03-06,76
2014-03-06,81
2014-03-06,87
2014-03-06,81
2014-03-06,69
2014-03-06,73
2014-03-06,91
2014-03-06,81
2014-03-06,93
2014-03-06,87
2014-03-06,65
2014-03-06,68
2014-03-06,76
2014-03-06,81
2014-03-06,81
2014-03-06,70
2014-03-06,76
2014-03-06,93
2014-03-06,87
2014-03-06,93
2014-03-06,87
2014-03-06,93
2014-03-06,76
2014-03-06,76
2014-03-06,76
2014-03-06,93
2014-03-06,90
2014-03-06,81
2014-03-06,76
2014-03-06,93
2014-03-06,93
2014-03-06,81
2014-03-06,93
2014-03-06,93
2014-03-06,68
2014-03-06,91
2014-03-06,66
2014-03-06,71
2014-03-06,93
2014-03-06,71
2014-03-06,93
2014-03-06,91
2014-03-06,93
2014-03-06,92
2014-03-06,88
2014-03-06,93
2014-03-06,87
2014-03-06,87
2014-03-06,76
2014-03-06,76
2014-03-06,93
2014-03-07,71
2014-03-07,61
2014-03-07,65
2014-03-07,66
2014-03-07,70
2014-03-07,70
2014-03-07,66
2014-03-07,66
2014-03-07,57
